soc_code,vector_type,vector_json
17-3024.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.19714285714285712,""ria_C"":0.6542857142857142,""ria_E"":0.14285714285714285,""ria_I"":0.6257142857142857,""ria_R"":1,""ria_S"":0.14285714285714285,""mot_data"":0.6399999999999999,""mot_ideas"":0.41142857142857137,""apt_verbal"":0.6420000000000001,""mot_people"":0.14285714285714285,""mot_things"":0.8271428571428572,""apt_logical"":0.6948000000000001,""apt_numerical"":0.6004999999999999}"
17-3024.01,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.6671428571428571,""ria_E"":0.19571428571428573,""ria_I"":0.5542857142857143,""ria_R"":0.9914285714285714,""ria_S"":0.16142857142857142,""mot_data"":0.6107142857142858,""mot_ideas"":0.34857142857142853,""apt_verbal"":0.722,""mot_people"":0.17857142857142858,""mot_things"":0.8292857142857143,""apt_logical"":0.7296000000000001,""apt_numerical"":0.6125}"
17-3025.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.24714285714285714,""ria_C"":0.6857142857142857,""ria_E"":0.18857142857142858,""ria_I"":0.8428571428571429,""ria_R"":0.8971428571428571,""ria_S"":0.20857142857142857,""mot_data"":0.7642857142857142,""mot_ideas"":0.545,""apt_verbal"":0.7169999999999999,""mot_people"":0.19857142857142857,""mot_things"":0.7914285714285714,""apt_logical"":0.74,""apt_numerical"":0.6285000000000001}"
17-3026.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.1742857142857143,""ria_C"":0.7428571428571429,""ria_E"":0.33,""ria_I"":0.7328571428571429,""ria_R"":0.7628571428571428,""ria_S"":0.2057142857142857,""mot_data"":0.7378571428571429,""mot_ideas"":0.45357142857142857,""apt_verbal"":0.7090000000000001,""mot_people"":0.26785714285714285,""mot_things"":0.7528571428571429,""apt_logical"":0.7452,""apt_numerical"":0.6460000000000001}"
17-3026.01,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.22142857142857145,""ria_C"":0.6900000000000001,""ria_E"":0.2871428571428571,""ria_I"":0.7114285714285715,""ria_R"":0.88,""ria_S"":0.15,""mot_data"":0.7007142857142858,""mot_ideas"":0.46642857142857147,""apt_verbal"":0.78825,""mot_people"":0.21857142857142853,""mot_things"":0.785,""apt_logical"":0.7552,""apt_numerical"":0.6969999999999998}"
17-3027.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.31285714285714283,""ria_C"":0.6799999999999999,""ria_E"":0.1542857142857143,""ria_I"":0.7671428571428571,""ria_R"":0.8942857142857142,""ria_S"":0.16999999999999998,""mot_data"":0.7235714285714285,""mot_ideas"":0.54,""apt_verbal"":0.73725,""mot_people"":0.16214285714285714,""mot_things"":0.7871428571428571,""apt_logical"":0.7148000000000001,""apt_numerical"":0.6895}"
17-3027.01,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.20142857142857143,""ria_C"":0.6357142857142858,""ria_E"":0.17857142857142858,""ria_I"":0.7671428571428571,""ria_R"":1,""ria_S"":0.14285714285714285,""mot_data"":0.7014285714285715,""mot_ideas"":0.48428571428571426,""apt_verbal"":0.714,""mot_people"":0.1607142857142857,""mot_things"":0.8178571428571428,""apt_logical"":0.7103999999999999,""apt_numerical"":0.64}"
17-3028.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.16,""ria_C"":0.7985714285714286,""ria_E"":0.14285714285714285,""ria_I"":0.59,""ria_R"":0.9,""ria_S"":0.22285714285714286,""mot_data"":0.6942857142857143,""mot_ideas"":0.375,""apt_verbal"":0.5,""mot_people"":0.18285714285714286,""mot_things"":0.8492857142857143,""apt_logical"":0.5,""apt_numerical"":0.5}"
17-3029.01,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.19142857142857145,""ria_C"":0.6514285714285714,""ria_E"":0.14285714285714285,""ria_I"":0.71,""ria_R"":0.9157142857142857,""ria_S"":0.19999999999999998,""mot_data"":0.6807142857142856,""mot_ideas"":0.45071428571428573,""apt_verbal"":0.7255,""mot_people"":0.17142857142857143,""mot_things"":0.7835714285714286,""apt_logical"":0.7096000000000001,""apt_numerical"":0.6475}"
17-3029.08,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.14285714285714285,""ria_C"":0.78,""ria_E"":0.14285714285714285,""ria_I"":0.5971428571428571,""ria_R"":1,""ria_S"":0.14285714285714285,""mot_data"":0.6885714285714286,""mot_ideas"":0.37,""apt_verbal"":0.6647500000000001,""mot_people"":0.14285714285714285,""mot_things"":0.89,""apt_logical"":0.6344000000000001,""apt_numerical"":0.5980000000000001}"
17-3031.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.27285714285714285,""ria_C"":0.8042857142857143,""ria_E"":0.14285714285714285,""ria_I"":0.5757142857142857,""ria_R"":0.8485714285714286,""ria_S"":0.14285714285714285,""mot_data"":0.69,""mot_ideas"":0.42428571428571427,""apt_verbal"":0.6900000000000001,""mot_people"":0.14285714285714285,""mot_things"":0.8264285714285715,""apt_logical"":0.64,""apt_numerical"":0.6205}"
19-1011.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.27999999999999997,""ria_C"":0.48,""ria_E"":0.34285714285714286,""ria_I"":0.99,""ria_R"":0.7485714285714286,""ria_S"":0.2814285714285714,""mot_data"":0.735,""mot_ideas"":0.635,""apt_verbal"":0.8022500000000001,""mot_people"":0.31214285714285717,""mot_things"":0.6142857142857143,""apt_logical"":0.7851999999999999,""apt_numerical"":0.7004999999999999}"
19-1012.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.35000000000000003,""ria_C"":0.5642857142857143,""ria_E"":0.3685714285714286,""ria_I"":0.8157142857142857,""ria_R"":0.7214285714285714,""ria_S"":0.3085714285714286,""mot_data"":0.69,""mot_ideas"":0.5828571428571429,""apt_verbal"":0.79275,""mot_people"":0.33857142857142863,""mot_things"":0.6428571428571428,""apt_logical"":0.7948000000000001,""apt_numerical"":0.673}"
19-1013.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.30142857142857143,""ria_C"":0.48714285714285716,""ria_E"":0.24428571428571427,""ria_I"":0.9585714285714285,""ria_R"":0.9185714285714285,""ria_S"":0.23857142857142857,""mot_data"":0.7228571428571429,""mot_ideas"":0.63,""apt_verbal"":0.79825,""mot_people"":0.24142857142857144,""mot_things"":0.7028571428571428,""apt_logical"":0.7752,""apt_numerical"":0.6625}"
19-1021.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.37285714285714283,""ria_C"":0.52,""ria_E"":0.26142857142857145,""ria_I"":1,""ria_R"":0.7300000000000001,""ria_S"":0.3071428571428571,""mot_data"":0.76,""mot_ideas"":0.6864285714285714,""apt_verbal"":0.84475,""mot_people"":0.28428571428571425,""mot_things"":0.625,""apt_logical"":0.7952,""apt_numerical"":0.784}"
19-1022.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.2742857142857143,""ria_C"":0.55,""ria_E"":0.15285714285714286,""ria_I"":1,""ria_R"":0.7557142857142857,""ria_S"":0.28285714285714286,""mot_data"":0.775,""mot_ideas"":0.6371428571428571,""apt_verbal"":0.8005000000000001,""mot_people"":0.21785714285714286,""mot_things"":0.6528571428571428,""apt_logical"":0.7948000000000001,""apt_numerical"":0.61}"
19-1023.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.33,""ria_C"":0.5285714285714286,""ria_E"":0.33285714285714285,""ria_I"":0.9985714285714286,""ria_R"":0.7757142857142857,""ria_S"":0.36428571428571427,""mot_data"":0.7635714285714286,""mot_ideas"":0.6642857142857143,""apt_verbal"":0.79125,""mot_people"":0.34857142857142853,""mot_things"":0.6521428571428571,""apt_logical"":0.7452,""apt_numerical"":0.6205}"
19-1029.01,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.35857142857142854,""ria_C"":0.72,""ria_E"":0.18,""ria_I"":1,""ria_R"":0.5442857142857143,""ria_S"":0.23428571428571426,""mot_data"":0.86,""mot_ideas"":0.6792857142857143,""apt_verbal"":0.8210000000000001,""mot_people"":0.20714285714285713,""mot_things"":0.6321428571428571,""apt_logical"":0.7851999999999999,""apt_numerical"":0.7665}"
19-1029.02,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.2785714285714286,""ria_C"":0.7285714285714285,""ria_E"":0.3685714285714286,""ria_I"":0.9514285714285714,""ria_R"":0.7185714285714286,""ria_S"":0.3242857142857143,""mot_data"":0.84,""mot_ideas"":0.615,""apt_verbal"":0.8545000000000001,""mot_people"":0.3464285714285714,""mot_things"":0.7235714285714285,""apt_logical"":0.8,""apt_numerical"":0.747}"
19-1029.03,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.42142857142857143,""ria_C"":0.6828571428571429,""ria_E"":0.23,""ria_I"":1,""ria_R"":0.5785714285714285,""ria_S"":0.41571428571428576,""mot_data"":0.8414285714285714,""mot_ideas"":0.7107142857142857,""apt_verbal"":0.8539999999999999,""mot_people"":0.3228571428571429,""mot_things"":0.6307142857142858,""apt_logical"":0.8051999999999999,""apt_numerical"":0.7609999999999999}"
19-1029.04,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.34285714285714286,""ria_C"":0.6357142857142858,""ria_E"":0.39428571428571424,""ria_I"":1,""ria_R"":0.5871428571428572,""ria_S"":0.3742857142857143,""mot_data"":0.8178571428571428,""mot_ideas"":0.6714285714285715,""apt_verbal"":0.8175000000000001,""mot_people"":0.38428571428571423,""mot_things"":0.6114285714285714,""apt_logical"":0.78,""apt_numerical"":0.7234999999999999}"
19-1031.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.2814285714285714,""ria_C"":0.5685714285714286,""ria_E"":0.45142857142857146,""ria_I"":0.8142857142857143,""ria_R"":0.7357142857142858,""ria_S"":0.41000000000000003,""mot_data"":0.6914285714285715,""mot_ideas"":0.5478571428571428,""apt_verbal"":0.772,""mot_people"":0.4307142857142857,""mot_things"":0.6521428571428571,""apt_logical"":0.7051999999999999,""apt_numerical"":0.6679999999999999}"
19-1031.02,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.21,""ria_C"":0.5257142857142857,""ria_E"":0.6271428571428571,""ria_I"":0.7171428571428571,""ria_R"":0.8228571428571428,""ria_S"":0.3457142857142857,""mot_data"":0.6214285714285714,""mot_ideas"":0.4635714285714285,""apt_verbal"":0.7617499999999999,""mot_people"":0.48642857142857143,""mot_things"":0.6742857142857143,""apt_logical"":0.7152,""apt_numerical"":0.595}"
19-1031.03,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.5342857142857144,""ria_C"":0.49000000000000005,""ria_E"":0.4942857142857143,""ria_I"":0.6057142857142858,""ria_R"":0.6257142857142857,""ria_S"":0.6957142857142857,""mot_data"":0.5478571428571429,""mot_ideas"":0.5700000000000001,""apt_verbal"":0.77925,""mot_people"":0.595,""mot_things"":0.5578571428571428,""apt_logical"":0.6748000000000001,""apt_numerical"":0.43450000000000005}"
19-1032.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.17857142857142858,""ria_C"":0.6271428571428571,""ria_E"":0.5399999999999999,""ria_I"":0.64,""ria_R"":0.76,""ria_S"":0.32857142857142857,""mot_data"":0.6335714285714286,""mot_ideas"":0.4092857142857143,""apt_verbal"":0.7705,""mot_people"":0.4342857142857143,""mot_things"":0.6935714285714285,""apt_logical"":0.7355999999999999,""apt_numerical"":0.5984999999999999}"
19-1041.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.31285714285714283,""ria_C"":0.5185714285714286,""ria_E"":0.3385714285714286,""ria_I"":1,""ria_R"":0.40285714285714286,""ria_S"":0.5871428571428572,""mot_data"":0.7592857142857143,""mot_ideas"":0.6564285714285714,""apt_verbal"":0.84375,""mot_people"":0.46285714285714286,""mot_things"":0.46071428571428574,""apt_logical"":0.8300000000000001,""apt_numerical"":0.7625}"
19-1042.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.3457142857142857,""ria_C"":0.5285714285714286,""ria_E"":0.31714285714285717,""ria_I"":1,""ria_R"":0.61,""ria_S"":0.47000000000000003,""mot_data"":0.7642857142857142,""mot_ideas"":0.6728571428571428,""apt_verbal"":0.818,""mot_people"":0.39357142857142857,""mot_things"":0.5692857142857143,""apt_logical"":0.77,""apt_numerical"":0.667}"
19-2011.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.4685714285714285,""ria_C"":0.5771428571428572,""ria_E"":0.2671428571428572,""ria_I"":1,""ria_R"":0.7242857142857143,""ria_S"":0.3871428571428571,""mot_data"":0.7885714285714286,""mot_ideas"":0.7342857142857142,""apt_verbal"":0.82225,""mot_people"":0.3271428571428572,""mot_things"":0.6507142857142858,""apt_logical"":0.7692,""apt_numerical"":0.8515}"
19-2012.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.39285714285714285,""ria_C"":0.6857142857142857,""ria_E"":0.25285714285714284,""ria_I"":1,""ria_R"":0.7057142857142857,""ria_S"":0.3028571428571429,""mot_data"":0.8428571428571429,""mot_ideas"":0.6964285714285714,""apt_verbal"":0.8137500000000001,""mot_people"":0.27785714285714286,""mot_things"":0.6957142857142857,""apt_logical"":0.8096,""apt_numerical"":0.9035}"
19-2021.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.3885714285714286,""ria_C"":0.6357142857142858,""ria_E"":0.3828571428571429,""ria_I"":0.8942857142857142,""ria_R"":0.6814285714285714,""ria_S"":0.35571428571428576,""mot_data"":0.765,""mot_ideas"":0.6414285714285715,""apt_verbal"":0.80425,""mot_people"":0.36928571428571433,""mot_things"":0.6585714285714286,""apt_logical"":0.7452,""apt_numerical"":0.716}"
19-2031.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.21714285714285714,""ria_C"":0.687142857142857,""ria_E"":0.2285714285714286,""ria_I"":0.9585714285714285,""ria_R"":0.8099999999999999,""ria_S"":0.16285714285714284,""mot_data"":0.8228571428571427,""mot_ideas"":0.5878571428571429,""apt_verbal"":0.7909999999999999,""mot_people"":0.19571428571428573,""mot_things"":0.7485714285714284,""apt_logical"":0.7552,""apt_numerical"":0.7455}"
19-2032.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.31,""ria_C"":0.5928571428571429,""ria_E"":0.26571428571428574,""ria_I"":0.9414285714285714,""ria_R"":0.8314285714285715,""ria_S"":0.19857142857142857,""mot_data"":0.7671428571428571,""mot_ideas"":0.6257142857142857,""apt_verbal"":0.77525,""mot_people"":0.23214285714285715,""mot_things"":0.7121428571428572,""apt_logical"":0.7703999999999999,""apt_numerical"":0.711}"
19-2041.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.2671428571428572,""ria_C"":0.6171428571428572,""ria_E"":0.3657142857142857,""ria_I"":1,""ria_R"":0.6799999999999999,""ria_S"":0.39285714285714285,""mot_data"":0.8085714285714286,""mot_ideas"":0.6335714285714286,""apt_verbal"":0.81875,""mot_people"":0.3792857142857143,""mot_things"":0.6485714285714286,""apt_logical"":0.7696,""apt_numerical"":0.623}"
19-2041.01,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.4442857142857143,""ria_C"":0.58,""ria_E"":0.67,""ria_I"":0.9614285714285715,""ria_R"":0.19571428571428573,""ria_S"":0.45285714285714285,""mot_data"":0.7707142857142857,""mot_ideas"":0.7028571428571428,""apt_verbal"":0.8022499999999999,""mot_people"":0.5614285714285714,""mot_things"":0.38785714285714284,""apt_logical"":0.7196,""apt_numerical"":0.624}"
19-2041.02,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.32,""ria_C"":0.59,""ria_E"":0.5185714285714286,""ria_I"":0.8928571428571429,""ria_R"":0.7585714285714286,""ria_S"":0.3028571428571429,""mot_data"":0.7414285714285714,""mot_ideas"":0.6064285714285714,""apt_verbal"":0.78975,""mot_people"":0.4107142857142857,""mot_things"":0.6742857142857143,""apt_logical"":0.7356,""apt_numerical"":0.6759999999999999}"
19-2041.03,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.3057142857142857,""ria_C"":0.5685714285714286,""ria_E"":0.4342857142857143,""ria_I"":1,""ria_R"":0.66,""ria_S"":0.2785714285714286,""mot_data"":0.7842857142857143,""mot_ideas"":0.6528571428571428,""apt_verbal"":0.76825,""mot_people"":0.35642857142857143,""mot_things"":0.6142857142857143,""apt_logical"":0.76,""apt_numerical"":0.7129999999999999}"
19-2042.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.3885714285714286,""ria_C"":0.5942857142857143,""ria_E"":0.2357142857142857,""ria_I"":1,""ria_R"":0.7985714285714286,""ria_S"":0.32,""mot_data"":0.7971428571428572,""mot_ideas"":0.6942857142857143,""apt_verbal"":0.7987500000000001,""mot_people"":0.27785714285714286,""mot_things"":0.6964285714285714,""apt_logical"":0.78,""apt_numerical"":0.7105}"
19-2043.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.23285714285714285,""ria_C"":0.6157142857142857,""ria_E"":0.3271428571428571,""ria_I"":0.9157142857142857,""ria_R"":0.8342857142857143,""ria_S"":0.3057142857142857,""mot_data"":0.7657142857142857,""mot_ideas"":0.5742857142857143,""apt_verbal"":0.779,""mot_people"":0.3164285714285714,""mot_things"":0.725,""apt_logical"":0.7556,""apt_numerical"":0.7615000000000001}"
19-2099.01,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.2757142857142857,""ria_C"":0.687142857142857,""ria_E"":0.2057142857142857,""ria_I"":0.87,""ria_R"":0.6942857142857143,""ria_S"":0.18142857142857144,""mot_data"":0.7785714285714285,""mot_ideas"":0.5728571428571428,""apt_verbal"":0.7859999999999999,""mot_people"":0.19357142857142856,""mot_things"":0.6907142857142856,""apt_logical"":0.7948000000000001,""apt_numerical"":0.7725}"
19-3011.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.34714285714285714,""ria_C"":0.6471428571428571,""ria_E"":0.5614285714285715,""ria_I"":1,""ria_R"":0.19285714285714287,""ria_S"":0.34285714285714286,""mot_data"":0.8235714285714286,""mot_ideas"":0.6735714285714286,""apt_verbal"":0.807,""mot_people"":0.4521428571428572,""mot_things"":0.42,""apt_logical"":0.7496,""apt_numerical"":0.8140000000000001}"
19-3011.01,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.3614285714285714,""ria_C"":0.5828571428571429,""ria_E"":0.5871428571428572,""ria_I"":1,""ria_R"":0.39142857142857146,""ria_S"":0.3257142857142857,""mot_data"":0.7914285714285714,""mot_ideas"":0.6807142857142857,""apt_verbal"":0.7957500000000001,""mot_people"":0.4564285714285714,""mot_things"":0.48714285714285716,""apt_logical"":0.7256,""apt_numerical"":0.8335000000000001}"
19-3022.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.33,""ria_C"":0.75,""ria_E"":0.43142857142857144,""ria_I"":0.8728571428571429,""ria_R"":0.24,""ria_S"":0.33428571428571424,""mot_data"":0.8114285714285714,""mot_ideas"":0.6014285714285714,""apt_verbal"":0.8565000000000002,""mot_people"":0.38285714285714284,""mot_things"":0.495,""apt_logical"":0.76,""apt_numerical"":0.78}"
19-3032.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.4471428571428571,""ria_C"":0.6114285714285714,""ria_E"":0.6728571428571428,""ria_I"":0.7628571428571428,""ria_R"":0.15,""ria_S"":0.5700000000000001,""mot_data"":0.687142857142857,""mot_ideas"":0.605,""apt_verbal"":0.84425,""mot_people"":0.6214285714285714,""mot_things"":0.3807142857142857,""apt_logical"":0.7948000000000001,""apt_numerical"":0.725}"
19-3033.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.43714285714285717,""ria_C"":0.4985714285714286,""ria_E"":0.37857142857142856,""ria_I"":0.7971428571428572,""ria_R"":0.15,""ria_S"":0.9385714285714286,""mot_data"":0.6478571428571429,""mot_ideas"":0.6171428571428572,""apt_verbal"":0.87475,""mot_people"":0.6585714285714286,""mot_things"":0.3242857142857143,""apt_logical"":0.7804,""apt_numerical"":0.44299999999999995}"
19-3034.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.47285714285714286,""ria_C"":0.5728571428571428,""ria_E"":0.40285714285714286,""ria_I"":0.7142857142857143,""ria_R"":0.14285714285714285,""ria_S"":0.9671428571428571,""mot_data"":0.6435714285714286,""mot_ideas"":0.5935714285714286,""apt_verbal"":0.812,""mot_people"":0.6849999999999999,""mot_things"":0.3578571428571429,""apt_logical"":0.7396,""apt_numerical"":0.6025}"
19-3039.02,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.4685714285714285,""ria_C"":0.47428571428571425,""ria_E"":0.2414285714285714,""ria_I"":1,""ria_R"":0.3757142857142857,""ria_S"":0.7557142857142857,""mot_data"":0.7371428571428571,""mot_ideas"":0.7342857142857142,""apt_verbal"":0.89225,""mot_people"":0.49857142857142855,""mot_things"":0.425,""apt_logical"":0.79,""apt_numerical"":0.593}"
19-3039.03,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.34285714285714286,""ria_C"":0.4985714285714286,""ria_E"":0.2957142857142857,""ria_I"":1,""ria_R"":0.40285714285714286,""ria_S"":0.812857142857143,""mot_data"":0.7492857142857143,""mot_ideas"":0.6714285714285715,""apt_verbal"":0.86725,""mot_people"":0.5542857142857143,""mot_things"":0.45071428571428573,""apt_logical"":0.8055999999999999,""apt_numerical"":0.601}"
19-3041.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.5700000000000001,""ria_C"":0.5142857142857143,""ria_E"":0.44,""ria_I"":0.9285714285714286,""ria_R"":0.22285714285714286,""ria_S"":0.6228571428571429,""mot_data"":0.7214285714285715,""mot_ideas"":0.7492857142857143,""apt_verbal"":0.8365,""mot_people"":0.5314285714285715,""mot_things"":0.3685714285714286,""apt_logical"":0.7348000000000001,""apt_numerical"":0.5865}"
19-3051.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.43714285714285717,""ria_C"":0.5657142857142857,""ria_E"":0.6371428571428571,""ria_I"":0.7585714285714286,""ria_R"":0.46,""ria_S"":0.43285714285714283,""mot_data"":0.6621428571428571,""mot_ideas"":0.5978571428571429,""apt_verbal"":0.8160000000000001,""mot_people"":0.5349999999999999,""mot_things"":0.5128571428571429,""apt_logical"":0.7552,""apt_numerical"":0.596}"
19-3091.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.6014285714285714,""ria_C"":0.4557142857142857,""ria_E"":0.23285714285714285,""ria_I"":0.9771428571428571,""ria_R"":0.5700000000000001,""ria_S"":0.5242857142857142,""mot_data"":0.7164285714285714,""mot_ideas"":0.7892857142857143,""apt_verbal"":0.86025,""mot_people"":0.37857142857142856,""mot_things"":0.5128571428571429,""apt_logical"":0.7651999999999999,""apt_numerical"":0.5555}"
19-3092.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.5271428571428571,""ria_C"":0.5271428571428571,""ria_E"":0.3,""ria_I"":0.9628571428571429,""ria_R"":0.7300000000000001,""ria_S"":0.3885714285714286,""mot_data"":0.745,""mot_ideas"":0.745,""apt_verbal"":0.8080000000000002,""mot_people"":0.3442857142857143,""mot_things"":0.6285714285714286,""apt_logical"":0.7444000000000001,""apt_numerical"":0.6}"
