soc_code,occupation_title,element_name,holland_code,scale_id,data_value
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Enterprising,E,OI,1
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Conventional,C,OI,4.34
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Realistic,R,OI,7
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Investigative,I,OI,2.41
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Artistic,A,OI,1.19
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Social,S,OI,1
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Enterprising,E,OI,1
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Conventional,C,OI,4.38
51-4041.00,Machinists,Realistic,R,OI,7
51-4041.00,Machinists,Investigative,I,OI,3.7
51-4041.00,Machinists,Artistic,A,OI,1.95
51-4041.00,Machinists,Social,S,OI,1.16
51-4041.00,Machinists,Enterprising,E,OI,1.21
51-4041.00,Machinists,Conventional,C,OI,4.4
51-4051.00,Metal-Refining Furnace Operators and Tenders,Realistic,R,OI,6.88
51-4051.00,Metal-Refining Furnace Operators and Tenders,Investigative,I,OI,2.75
51-4051.00,Metal-Refining Furnace Operators and Tenders,Artistic,A,OI,1.05
51-4051.00,Metal-Refining Furnace Operators and Tenders,Social,S,OI,1.01
51-4051.00,Metal-Refining Furnace Operators and Tenders,Enterprising,E,OI,1
51-4051.00,Metal-Refining Furnace Operators and Tenders,Conventional,C,OI,3.97
51-4052.00,"Pourers and Casters, Metal",Realistic,R,OI,7
51-4052.00,"Pourers and Casters, Metal",Investigative,I,OI,2.45
51-4052.00,"Pourers and Casters, Metal",Artistic,A,OI,1.14
51-4052.00,"Pourers and Casters, Metal",Social,S,OI,1.05
51-4052.00,"Pourers and Casters, Metal",Enterprising,E,OI,1
51-4052.00,"Pourers and Casters, Metal",Conventional,C,OI,3.76
51-4061.00,"Model Makers, Metal and Plastic",Realistic,R,OI,6.86
51-4061.00,"Model Makers, Metal and Plastic",Investigative,I,OI,2.91
51-4061.00,"Model Makers, Metal and Plastic",Artistic,A,OI,2.66
51-4061.00,"Model Makers, Metal and Plastic",Social,S,OI,1.05
51-4061.00,"Model Makers, Metal and Plastic",Enterprising,E,OI,1
51-4061.00,"Model Makers, Metal and Plastic",Conventional,C,OI,4.03
51-4062.00,"Patternmakers, Metal and Plastic",Realistic,R,OI,6.21
51-4062.00,"Patternmakers, Metal and Plastic",Investigative,I,OI,1.73
51-4062.00,"Patternmakers, Metal and Plastic",Artistic,A,OI,3.37
51-4062.00,"Patternmakers, Metal and Plastic",Social,S,OI,1
51-4062.00,"Patternmakers, Metal and Plastic",Enterprising,E,OI,1
51-4062.00,"Patternmakers, Metal and Plastic",Conventional,C,OI,4.21
51-4071.00,Foundry Mold and Coremakers,Realistic,R,OI,6.82
51-4071.00,Foundry Mold and Coremakers,Investigative,I,OI,2.27
51-4071.00,Foundry Mold and Coremakers,Artistic,A,OI,2.14
51-4071.00,Foundry Mold and Coremakers,Social,S,OI,1.05
51-4071.00,Foundry Mold and Coremakers,Enterprising,E,OI,1
51-4071.00,Foundry Mold and Coremakers,Conventional,C,OI,3.5
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Realistic,R,OI,6.97
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Investigative,I,OI,2.28
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Artistic,A,OI,1.35
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Social,S,OI,1.08
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Enterprising,E,OI,1.08
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Conventional,C,OI,4.28
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Realistic,R,OI,7
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Investigative,I,OI,2.27
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Artistic,A,OI,1
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Social,S,OI,1.08
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Enterprising,E,OI,1
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Conventional,C,OI,4.59
51-4111.00,Tool and Die Makers,Realistic,R,OI,6.94
51-4111.00,Tool and Die Makers,Investigative,I,OI,2.98
51-4111.00,Tool and Die Makers,Artistic,A,OI,1.9
51-4111.00,Tool and Die Makers,Social,S,OI,1
51-4111.00,Tool and Die Makers,Enterprising,E,OI,1
51-4111.00,Tool and Die Makers,Conventional,C,OI,4.19
51-4121.00,"Welders, Cutters, Solderers, and Brazers",Realistic,R,OI,7
51-4121.00,"Welders, Cutters, Solderers, and Brazers",Investigative,I,OI,2.08
51-4121.00,"Welders, Cutters, Solderers, and Brazers",Artistic,A,OI,1.4
51-4121.00,"Welders, Cutters, Solderers, and Brazers",Social,S,OI,1.08
51-4121.00,"Welders, Cutters, Solderers, and Brazers",Enterprising,E,OI,1.53
51-4121.00,"Welders, Cutters, Solderers, and Brazers",Conventional,C,OI,3.65
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Realistic,R,OI,7
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Investigative,I,OI,2.02
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Artistic,A,OI,1.29
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Social,S,OI,1.13
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Enterprising,E,OI,1.5
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Conventional,C,OI,3.9
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Realistic,R,OI,6.82
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Investigative,I,OI,2.2
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Artistic,A,OI,1
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Social,S,OI,1.57
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Enterprising,E,OI,1
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Conventional,C,OI,4.07
51-4192.00,"Layout Workers, Metal and Plastic",Realistic,R,OI,6.48
51-4192.00,"Layout Workers, Metal and Plastic",Investigative,I,OI,2.83
51-4192.00,"Layout Workers, Metal and Plastic",Artistic,A,OI,2.88
51-4192.00,"Layout Workers, Metal and Plastic",Social,S,OI,1.02
51-4192.00,"Layout Workers, Metal and Plastic",Enterprising,E,OI,1
51-4192.00,"Layout Workers, Metal and Plastic",Conventional,C,OI,3.89
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Realistic,R,OI,7
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Investigative,I,OI,2.23
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Artistic,A,OI,1.41
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Social,S,OI,1
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Enterprising,E,OI,1
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Conventional,C,OI,4.1
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Realistic,R,OI,7
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Investigative,I,OI,2.02
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Artistic,A,OI,1.25
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Social,S,OI,1
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Enterprising,E,OI,1
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Conventional,C,OI,4.15
51-5111.00,Prepress Technicians and Workers,Realistic,R,OI,5.01
51-5111.00,Prepress Technicians and Workers,Investigative,I,OI,1.96
51-5111.00,Prepress Technicians and Workers,Artistic,A,OI,3.1
51-5111.00,Prepress Technicians and Workers,Social,S,OI,1.65
51-5111.00,Prepress Technicians and Workers,Enterprising,E,OI,1.35
51-5111.00,Prepress Technicians and Workers,Conventional,C,OI,5.76
51-5112.00,Printing Press Operators,Realistic,R,OI,4.8
51-5112.00,Printing Press Operators,Investigative,I,OI,1.18
51-5112.00,Printing Press Operators,Artistic,A,OI,1.74
51-5112.00,Printing Press Operators,Social,S,OI,1.71
51-5112.00,Printing Press Operators,Enterprising,E,OI,1.77
51-5112.00,Printing Press Operators,Conventional,C,OI,5.43
51-5113.00,Print Binding and Finishing Workers,Realistic,R,OI,5.44
51-5113.00,Print Binding and Finishing Workers,Investigative,I,OI,1.2
51-5113.00,Print Binding and Finishing Workers,Artistic,A,OI,2.05
51-5113.00,Print Binding and Finishing Workers,Social,S,OI,1.47
51-5113.00,Print Binding and Finishing Workers,Enterprising,E,OI,1.23
51-5113.00,Print Binding and Finishing Workers,Conventional,C,OI,5.49
51-6011.00,Laundry and Dry-Cleaning Workers,Realistic,R,OI,6.38
51-6011.00,Laundry and Dry-Cleaning Workers,Investigative,I,OI,1
51-6011.00,Laundry and Dry-Cleaning Workers,Artistic,A,OI,1.18
51-6011.00,Laundry and Dry-Cleaning Workers,Social,S,OI,1.36
51-6011.00,Laundry and Dry-Cleaning Workers,Enterprising,E,OI,1.54
51-6011.00,Laundry and Dry-Cleaning Workers,Conventional,C,OI,4.26
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Realistic,R,OI,6.38
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Investigative,I,OI,1.46
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Artistic,A,OI,2.31
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Social,S,OI,1.15
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Enterprising,E,OI,1
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Conventional,C,OI,3.5
51-6031.00,Sewing Machine Operators,Realistic,R,OI,6.78
51-6031.00,Sewing Machine Operators,Investigative,I,OI,1.37
51-6031.00,Sewing Machine Operators,Artistic,A,OI,1.75
51-6031.00,Sewing Machine Operators,Social,S,OI,1.16
51-6031.00,Sewing Machine Operators,Enterprising,E,OI,1.15
51-6031.00,Sewing Machine Operators,Conventional,C,OI,3.97
51-6041.00,Shoe and Leather Workers and Repairers,Realistic,R,OI,6.94
51-6041.00,Shoe and Leather Workers and Repairers,Investigative,I,OI,1.63
51-6041.00,Shoe and Leather Workers and Repairers,Artistic,A,OI,3.13
51-6041.00,Shoe and Leather Workers and Repairers,Social,S,OI,1.32
51-6041.00,Shoe and Leather Workers and Repairers,Enterprising,E,OI,1.53
51-6041.00,Shoe and Leather Workers and Repairers,Conventional,C,OI,3.19
51-6042.00,Shoe Machine Operators and Tenders,Realistic,R,OI,6.71
51-6042.00,Shoe Machine Operators and Tenders,Investigative,I,OI,1.77
51-6042.00,Shoe Machine Operators and Tenders,Artistic,A,OI,1.67
51-6042.00,Shoe Machine Operators and Tenders,Social,S,OI,1.3
51-6042.00,Shoe Machine Operators and Tenders,Enterprising,E,OI,1.54
51-6042.00,Shoe Machine Operators and Tenders,Conventional,C,OI,3.88
51-6051.00,"Sewers, Hand",Realistic,R,OI,6.48
51-6051.00,"Sewers, Hand",Investigative,I,OI,1
51-6051.00,"Sewers, Hand",Artistic,A,OI,2.39
51-6051.00,"Sewers, Hand",Social,S,OI,1.56
51-6051.00,"Sewers, Hand",Enterprising,E,OI,1.15
51-6051.00,"Sewers, Hand",Conventional,C,OI,3.25
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Realistic,R,OI,5.88
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Investigative,I,OI,1.16
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Artistic,A,OI,3.96
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Social,S,OI,1.99
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Enterprising,E,OI,2.44
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Conventional,C,OI,3.13
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Realistic,R,OI,6.77
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Investigative,I,OI,2.07
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Artistic,A,OI,1.27
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Social,S,OI,1.27
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Enterprising,E,OI,1.21
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Conventional,C,OI,4.18
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Realistic,R,OI,6.36
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Investigative,I,OI,1.55
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Artistic,A,OI,1.51
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Social,S,OI,1.22
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Enterprising,E,OI,1.56
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Conventional,C,OI,4.49
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Realistic,R,OI,6.95
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Investigative,I,OI,1.81
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Artistic,A,OI,1.56
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Social,S,OI,1.02
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Enterprising,E,OI,1.36
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Conventional,C,OI,4.28
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Realistic,R,OI,6.5
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Investigative,I,OI,1.48
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Artistic,A,OI,1.33
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Social,S,OI,1
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Enterprising,E,OI,1.53
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Conventional,C,OI,4.32
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Realistic,R,OI,6.5
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Investigative,I,OI,2.21
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Artistic,A,OI,1.27
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Social,S,OI,1.22
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Enterprising,E,OI,1.41
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Conventional,C,OI,4.05
51-6092.00,Fabric and Apparel Patternmakers,Realistic,R,OI,5.65
51-6092.00,Fabric and Apparel Patternmakers,Investigative,I,OI,1.34
51-6092.00,Fabric and Apparel Patternmakers,Artistic,A,OI,5.4
51-6092.00,Fabric and Apparel Patternmakers,Social,S,OI,1.31
51-6092.00,Fabric and Apparel Patternmakers,Enterprising,E,OI,1.45
51-6092.00,Fabric and Apparel Patternmakers,Conventional,C,OI,4.17
51-6093.00,Upholsterers,Realistic,R,OI,6.81
51-6093.00,Upholsterers,Investigative,I,OI,1.84
51-6093.00,Upholsterers,Artistic,A,OI,2.92
51-6093.00,Upholsterers,Social,S,OI,1.38
51-6093.00,Upholsterers,Enterprising,E,OI,1
51-6093.00,Upholsterers,Conventional,C,OI,2.92
51-7011.00,Cabinetmakers and Bench Carpenters,Realistic,R,OI,7
51-7011.00,Cabinetmakers and Bench Carpenters,Investigative,I,OI,2.05
51-7011.00,Cabinetmakers and Bench Carpenters,Artistic,A,OI,2.5
51-7011.00,Cabinetmakers and Bench Carpenters,Social,S,OI,1.11
51-7011.00,Cabinetmakers and Bench Carpenters,Enterprising,E,OI,1.23
51-7011.00,Cabinetmakers and Bench Carpenters,Conventional,C,OI,3.38
51-7021.00,Furniture Finishers,Realistic,R,OI,7
51-7021.00,Furniture Finishers,Investigative,I,OI,1.45
51-7021.00,Furniture Finishers,Artistic,A,OI,2.93
51-7021.00,Furniture Finishers,Social,S,OI,1.25
51-7021.00,Furniture Finishers,Enterprising,E,OI,1
51-7021.00,Furniture Finishers,Conventional,C,OI,2.87
51-7031.00,"Model Makers, Wood",Realistic,R,OI,7
51-7031.00,"Model Makers, Wood",Investigative,I,OI,2.57
51-7031.00,"Model Makers, Wood",Artistic,A,OI,3.79
51-7031.00,"Model Makers, Wood",Social,S,OI,1.38
51-7031.00,"Model Makers, Wood",Enterprising,E,OI,1.59
51-7031.00,"Model Makers, Wood",Conventional,C,OI,3.99
51-7032.00,"Patternmakers, Wood",Realistic,R,OI,6.58
51-7032.00,"Patternmakers, Wood",Investigative,I,OI,2.06
51-7032.00,"Patternmakers, Wood",Artistic,A,OI,4.06
51-7032.00,"Patternmakers, Wood",Social,S,OI,1.29
51-7032.00,"Patternmakers, Wood",Enterprising,E,OI,1.26
51-7032.00,"Patternmakers, Wood",Conventional,C,OI,4.04
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Realistic,R,OI,7
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Investigative,I,OI,2.36
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Artistic,A,OI,1
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Social,S,OI,1.16
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Enterprising,E,OI,1
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Conventional,C,OI,3.87
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Realistic,R,OI,7
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Investigative,I,OI,2.38
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Artistic,A,OI,1.13
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Social,S,OI,1.2
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Enterprising,E,OI,1.02
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Conventional,C,OI,4.14
51-8011.00,Nuclear Power Reactor Operators,Realistic,R,OI,5.4
51-8011.00,Nuclear Power Reactor Operators,Investigative,I,OI,3.12
51-8011.00,Nuclear Power Reactor Operators,Artistic,A,OI,1
51-8011.00,Nuclear Power Reactor Operators,Social,S,OI,2.07
51-8011.00,Nuclear Power Reactor Operators,Enterprising,E,OI,2.6
51-8011.00,Nuclear Power Reactor Operators,Conventional,C,OI,5.14
51-8012.00,Power Distributors and Dispatchers,Realistic,R,OI,5.2
51-8012.00,Power Distributors and Dispatchers,Investigative,I,OI,2.43
51-8012.00,Power Distributors and Dispatchers,Artistic,A,OI,1
51-8012.00,Power Distributors and Dispatchers,Social,S,OI,1.98
51-8012.00,Power Distributors and Dispatchers,Enterprising,E,OI,3.09
51-8012.00,Power Distributors and Dispatchers,Conventional,C,OI,5.11
51-8013.00,Power Plant Operators,Realistic,R,OI,6.84
51-8013.00,Power Plant Operators,Investigative,I,OI,2.84
51-8013.00,Power Plant Operators,Artistic,A,OI,1
51-8013.00,Power Plant Operators,Social,S,OI,1.25
51-8013.00,Power Plant Operators,Enterprising,E,OI,1.94
51-8013.00,Power Plant Operators,Conventional,C,OI,5.11
51-8013.03,Biomass Plant Technicians,Realistic,R,OI,6.97
51-8013.03,Biomass Plant Technicians,Investigative,I,OI,3.12
51-8013.03,Biomass Plant Technicians,Artistic,A,OI,1
51-8013.03,Biomass Plant Technicians,Social,S,OI,1.22
51-8013.03,Biomass Plant Technicians,Enterprising,E,OI,1.75
51-8013.03,Biomass Plant Technicians,Conventional,C,OI,4.82
51-8013.04,Hydroelectric Plant Technicians,Realistic,R,OI,7
51-8013.04,Hydroelectric Plant Technicians,Investigative,I,OI,3.28
51-8013.04,Hydroelectric Plant Technicians,Artistic,A,OI,1
51-8013.04,Hydroelectric Plant Technicians,Social,S,OI,1.21
51-8013.04,Hydroelectric Plant Technicians,Enterprising,E,OI,1.77
51-8013.04,Hydroelectric Plant Technicians,Conventional,C,OI,4.68
51-8021.00,Stationary Engineers and Boiler Operators,Realistic,R,OI,7
51-8021.00,Stationary Engineers and Boiler Operators,Investigative,I,OI,3.16
51-8021.00,Stationary Engineers and Boiler Operators,Artistic,A,OI,1
51-8021.00,Stationary Engineers and Boiler Operators,Social,S,OI,1.1
51-8021.00,Stationary Engineers and Boiler Operators,Enterprising,E,OI,1.22
51-8021.00,Stationary Engineers and Boiler Operators,Conventional,C,OI,4.4
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Realistic,R,OI,6.75
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Investigative,I,OI,2.55
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Artistic,A,OI,1
51-9022.00,"Grinding and Polishing Workers, Hand",Conventional,C,OI,3.25
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Realistic,R,OI,6.56
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Investigative,I,OI,1.94
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Artistic,A,OI,1.13
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Social,S,OI,1.09
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Enterprising,E,OI,1.16
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Conventional,C,OI,4.24
51-9031.00,"Cutters and Trimmers, Hand",Realistic,R,OI,6.24
51-9031.00,"Cutters and Trimmers, Hand",Investigative,I,OI,1.22
51-9031.00,"Cutters and Trimmers, Hand",Artistic,A,OI,2.2
51-9031.00,"Cutters and Trimmers, Hand",Social,S,OI,1.13
51-9031.00,"Cutters and Trimmers, Hand",Enterprising,E,OI,1
51-9031.00,"Cutters and Trimmers, Hand",Conventional,C,OI,3.75
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Realistic,R,OI,6.71
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Investigative,I,OI,1.61
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Artistic,A,OI,1.02
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Social,S,OI,1
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Enterprising,E,OI,1.2
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Conventional,C,OI,4.45
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Realistic,R,OI,6.54
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Investigative,I,OI,2.23
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Artistic,A,OI,1.28
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Social,S,OI,1.04
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Enterprising,E,OI,1.25
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Conventional,C,OI,4.3
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Realistic,R,OI,6.83
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Investigative,I,OI,2.08
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Artistic,A,OI,1
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Social,S,OI,1.29
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Enterprising,E,OI,1.21
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Conventional,C,OI,4.38
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Realistic,R,OI,5.73
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Investigative,I,OI,3.42
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Artistic,A,OI,1
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Social,S,OI,1
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Enterprising,E,OI,1.38
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Conventional,C,OI,5.36
51-9071.00,Jewelers and Precious Stone and Metal Workers,Realistic,R,OI,6.59
51-9071.00,Jewelers and Precious Stone and Metal Workers,Investigative,I,OI,2.6
51-9071.00,Jewelers and Precious Stone and Metal Workers,Artistic,A,OI,3.7
51-9071.00,Jewelers and Precious Stone and Metal Workers,Social,S,OI,1.03
51-9071.00,Jewelers and Precious Stone and Metal Workers,Enterprising,E,OI,1.51
51-9071.00,Jewelers and Precious Stone and Metal Workers,Conventional,C,OI,3.35
51-9071.06,Gem and Diamond Workers,Realistic,R,OI,5.46
51-9071.06,Gem and Diamond Workers,Investigative,I,OI,3.09
51-9071.06,Gem and Diamond Workers,Artistic,A,OI,2.88
51-9071.06,Gem and Diamond Workers,Social,S,OI,1.15
51-9071.06,Gem and Diamond Workers,Enterprising,E,OI,2.14
51-9071.06,Gem and Diamond Workers,Conventional,C,OI,4.11
51-9081.00,Dental Laboratory Technicians,Realistic,R,OI,6.61
51-9081.00,Dental Laboratory Technicians,Investigative,I,OI,4.46
51-9081.00,Dental Laboratory Technicians,Artistic,A,OI,1.52
51-9081.00,Dental Laboratory Technicians,Social,S,OI,2.67
51-9081.00,Dental Laboratory Technicians,Enterprising,E,OI,1
51-9081.00,Dental Laboratory Technicians,Conventional,C,OI,4.12
51-9082.00,Medical Appliance Technicians,Realistic,R,OI,7
51-9082.00,Medical Appliance Technicians,Investigative,I,OI,3.96
51-9082.00,Medical Appliance Technicians,Artistic,A,OI,1.58
51-9082.00,Medical Appliance Technicians,Social,S,OI,3.2
51-9082.00,Medical Appliance Technicians,Enterprising,E,OI,1
51-9082.00,Medical Appliance Technicians,Conventional,C,OI,3.66
51-9083.00,Ophthalmic Laboratory Technicians,Realistic,R,OI,6.37
51-9083.00,Ophthalmic Laboratory Technicians,Investigative,I,OI,2.87
51-9083.00,Ophthalmic Laboratory Technicians,Artistic,A,OI,1.7
51-9083.00,Ophthalmic Laboratory Technicians,Social,S,OI,1.9
51-9083.00,Ophthalmic Laboratory Technicians,Enterprising,E,OI,1.37
51-9083.00,Ophthalmic Laboratory Technicians,Conventional,C,OI,4.13
51-9111.00,Packaging and Filling Machine Operators and Tenders,Realistic,R,OI,6.63
51-9111.00,Packaging and Filling Machine Operators and Tenders,Investigative,I,OI,1.37
